78  90  72
 68  80  62
 60  72  54
 58  70  52
 60  69  50
 70  79  60
 62  69  51
 48  55  37
 12  19   1
  0   0   0
  2   6   0
 27  31  16
 70  76  63
105 111  98
 93 104  93
 96 107  96
 99 111 104
 83  95  88
 65  75  83
 54  64  72
 56  64  82
 64  72  90
 78  85 108
 70  77 100
 35  42  65
 21  28  51
 30  38  58
 40  48  68
 46  54  72
  7  15  33
 25  32  55
 68  75  98
 65  71  99
 29  35  63
 12  19  54
 48  55  90
 83  98 130
 92 107 139
 80  98 122
 89 107 131
 73  95 111
 54  76  92
 32  53  51
 22  43  41
 33  47  38
 70  84  75
 57  72  60
 49  64  52
 50  63  51
 52  65  53
 60  70  62
 61  71  63
 51  61  55
 36  46  40
 28  35  33
 25  32  30
 21  28  26
 17  24  22
 15  20  16
 18  23  19
 22  27  23
 40  45  41
 61  66  62
 68  73  69
 70  75  71
 71  76  72
 69  74  70
 68  73  69
 68  73  67
 69  74  68
 67  73  64
 67  73  64
 73  81  71
 67  75  65
 65  71  62
 78  84  75
120 126 117
103 109 100
 67  70  62
 63  66  58
 74  80  67
105 111  98
 90  98  77
 47  55  34
 43  51  28
 44  52  29
 30  38  15
 26  34  11
 19  27   4
  9  17   0
 21  29   4
 40  48  23
 35  43  18
 16  24   0
  7  15   0
  1   9   0
  0   6   0
  0   5   0
  0   9   0
  2  11   0
  6  15   0
 15  24   0
 46  56  21
 85  95  60
 82  93  51
 78  89  47
 50  63  20
 26  39   0
 40  55  16
 54  69  30
 59  70  39
 47  58  27
 48  57  29
 32  41  13
 28  33  11
 15  20   0
  2   7   0
 11  16   0
 16  21   0
 18  23   1
 21  26   4
 18  23   1
 19  22   0
 31  34  12
 38  39  18
 27  28   7
 28  30   4
 31  33   7
 30  35   3
 25  30   0
 22  28   0
 18  24   0
 16  24   0
 20  28   0
 20  28   0
  8  16   0
 18  26   0
 23  31   0
 23  31   0
 45  53  14
 84  95  55
107 118  78
108 118  81
 60  70  33
 37  47  10
 48  58  21
 50  60  23
 58  68  31
 64  75  35
 71  82  42
 71  84  43
 70  83  42
 95 108  65
118 131  88
112 126  80
118 132  86
138 150 105
 99 111  66
 77  88  48
115 126  86
 64  76  58
 52  64  46
 60  72  54
 68  80  62
 70  79  60
 64  73  54
 64  71  53
 68  75  57
 53  60  42
 19  26   8
 11  15   0
 21  25  10
 47  53  40
 69  75  62
 84  95  84
 93 104  93
 88 100  93
 67  79  72
 61  71  79
 67  77  85
 85  93 111
109 117 135
137 144 167
142 149 172
101 108 131
 82  89 112
 87  95 115
 86  94 114
 77  85 103
 15  23  41
 32  39  62
 81  88 111
 82  88 116
 57  63  91
 29  36  71
 38  45  80
 56  71 103
 42  57  89
