142 204 238
142 204 238
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
142 203 244
142 203 244
140 204 244
140 204 244
140 204 244
140 204 244
140 204 244
140 204 244
142 203 246
142 203 246
142 203 246
142 203 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 244
143 202 244
143 202 244
143 202 244
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
142 201 241
142 201 241
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
138 202 242
138 202 242
138 202 242
138 202 242
138 202 242
138 202 242
141 200 240
141 200 240
146 198 240
146 198 240
148 196 235
150 198 237
144 184 214
 75 115 145
 52  77  99
 66  91 113
 44  64  80
 10  30  46
  0   0  11
  0   3  18
  0   6  17
  0   1  12
  0   4  12
  0   2  10
 19  31  37
 79  91  97
127 139 147
 84  96 104
 16  28  36
  9  21  29
 24  39  53
 23  38  52
 14  35  54
 91 112 131
143 170 200
147 174 204
128 161 196
 95 128 163
113 149 190
116 152 193
 99 143 190
141 185 232
150 202 248
146 198 244
148 204 249
156 212 255
162 216 255
148 202 248
 79 132 181
  0  52 101
  0  32  84
 40  88 140
131 178 233
173 220 255
166 213 255
153 200 255
140 211 249
147 218 255
154 216 248
147 209 241
140 184 220
125 169 205
 73 115 149
 28  70 104
 70  76  47
 79  85  56
 76  82  53
 64  70  41
 62  68  39
 76  82  53
 57  66  36
 72  81  51
 77  86  56
 64  73  43
 55  64  34
 60  69  39
 80  91  60
 95 106  75
 90 101  70
 84  95  64
 71  85  53
 65  79  47
 67  81  49
 75  89  57
 90 105  70
 93 108  73
 95 107  69
 93 105  67
 89 102  61
 80  93  52
 54  67  26
 41  54  13
 31  46   9
 32  47  10
 23  38   3
 34  49  14
 42  58  27
 33  49  18
 18  34   3
 12  28   0
 15  32   0
 25  42   6
 27  42   5
 23  38   1
 29  45   3
 60  76  34
 76  92  50
 55  71  29
 37  52  13
 43  58  19
 62  77  40
 72  87  50
 72  87  52
 43  58  23
 33  48  13
 39  54  19
 38  53  18
 37  52  17
 57  71  39
 68  82  50
 68  82  50
 62  76  44
 55  69  37
 52  66  34
 57  71  39
 61  75  43
 60  77  41
 58  75  39
 50  64  32
 39  53  21
 22  32   6
 22  32   6
 34  42  21
 49  57  36
 34  42  21
 47  55  34
 61  69  48
 68  76  55
 62  66  49
 55  59  42
 57  61  46
 60  64  49
 61  62  50
 53  54  42
 81  82  70
104 105  93
 94  97  85
 79  82  70
 46  58  40
 51  63  45
 89 101  83
 87  99  81
 60  72  54
 40  52  34
 28  38  16
 42  52  30
 41  49  28
 22  30   9
  1   9   0
  0   6   0
 18  23   3
 34  39  19
 58  65  49
 72  79  63
 59  69  61
 57  67  59
 52  62  59
 36  46  43
 37  44  56
 47  54  66
 32  38  57
 19  25  44
 17  25  45
  8  16  36
  1   9  27
  0   4  22
  0   3  21
  0   3  21
  0   5  25
  2  10  30
 16  23  48
 29  36  61
 11  17  45
  0   0  20
 17  25  55
 72  80 110
 88  99 128
106 117 146
 78  95 115
 53  70  90
 41  61  73
 23  43  55
 33  55  45
 54  76  66
 69  87  70
 67  85  68
 37  52  38
 19  34  20
 40  53  39
 64  77  63
 84  95  82
 84  95  82
 60  68  56
 39  47  35
 40  46  35
 50  56  45
 50  56  45
 40  46  35
 34  40  31
 30  36  27
 35  40  34
 33  38  32
 25  30  26
 19  24  20
  8  13   9
 21  26  22
 44  49  43
 61  66  60
 60  66  57
 61  67  58
 63  69  58
 82  88  77
114 120 109
104 110  99
116 119 107
119 122 110
121 124 112
 94  97  85
 56  60  45
 18  22   7
 36  40  25
 44  48  33
 37  42  22
 21  26   6
 16  24   1
 19  27   4
 27  35  12
 40  48  25
 39  47  24
 33  41  18
 28  36  11
 23  31   6
 21  29   4
 15  23   0
  4  13   0
  1  10   0
  0   3   0
 22  31   1
 65  75  42
 79  89  56
 70  80  45
 65  75  40
 29  39   4
 41  51  16
 50  60  25
 51  61  26
 35  47   9
 26  38   0
 25  37   3
 33  45  11
 49  58  28
 60  69  39
 60  66  39
 51  57  30
 46  51  27
 44  49  25
 30  35  11
 25  30   6
 18  23   0
 17  22   0
 22  27   3
 22  27   3
 27  30   6
 39  42  18
 50  53  29
 44  47  23
 39  43  14
 37  41  12
 32  39   5
 29  36   2
 28  36   0
 27  35   0
 34  42   3
 36  44   5
 48  59  17
 69  80  38
 60  71  29
 44  55  13
 32  43   3
 61  72  32
 87  97  60
 93 103  66
 69  81  45
 38  50  14
 13  25   0
 25  37   1
 34  46  12
 33  45  11
 45  57  21
 53  65  29
 57  69  33
 70  82  46
 92 104  68
 98 110  74
 87 101  71
104 118  88
116 129 104
 54  67  42
 52  66  45
115 129 108
161 177 156
173 189 168
179 196 168
137 154 126
 59  76  38
 46  63  25
 81 101  44
108 128  71
115 134  73
102 121  60
 78  97  34
 76  95  32
 75  94  44
 71  90  40
 56  78  50
 63  85  57
111 134 119
106 129 114
 88 115 118
 71  98 101
 54  85 100
 78 109 124
114 149 172
158 193 216
159 198 224
126 165 191
103 146 177
 61 104 135
 54 101 131
 99 146 176
131 181 217
152 202 238
143 198 237
160 215 254
161 217 255
147 203 244
150 206 247
149 205 246
145 204 244
145 204 244
143 202 242
143 202 242
143 202 242
145 204 244
145 204 244
146 205 245
146 205 247
147 206 248
147 206 248
147 206 248
147 206 250
147 206 250
149 205 248
151 207 250
152 206 250
155 209 253
157 206 251
111 160 205
112 157 197
149 194 234
142 187 225
157 202 240
176 224 255
176 224 255
149 209 242
148 208 241
159 219 255
143 203 240
139 198 238
154 213 253
153 214 253
142 203 242
145 207 243
146 208 244
141 203 237
149 211 245
149 211 245
152 214 248
160 215 252
149 204 241
139 192 229
140 193 230
144 187 226
143 186 225
145 190 219
149 194 223
155 199 223
153 197 221
144 188 210
132 176 198
137 180 207
154 197 224
163 206 235
158 201 230
158 199 238
146 187 226
159 193 230
165 199 236
172 207 239
165 200 232
152 187 217
156 191 221
158 196 227
163 201 232
162 202 232
162 202 232
149 189 217
128 168 196
122 161 187
119 158 184
116 153 173
125 162 182
147 177 188
158 188 199
152 181 179
144 173 171
143 171 148
147 175 152
155 181 156
156 182 157
175 198 183
182 205 190
172 194 182
167 189 177
156 181 178
161 186 183
168 200 210
184 216 226
163 210 236
155 202 228
151 204 241
151 204 241
150 202 244
150 202 244
148 202 244
146 200 242
147 203 244
147 203 244
145 205 242
143 203 240
144 206 240
144 206 240
144 206 240
144 206 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
142 204 240
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
142 203 244
142 203 244
140 204 244
140 204 244
140 204 244
140 204 244
140 204 244
140 204 244
142 203 246
142 203 246
142 203 246
142 203 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 246
143 202 244
143 202 244
143 202 244
143 202 244
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
143 202 242
142 201 241
142 201 241
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
140 201 240
138 202 242
138 202 242
138 202 242
138 202 242
138 202 242
139 203 243
143 202 242
145 204 244
151 203 245
152 204 246
155 203 242
157 205 244
155 195 225
 86 126 156
 29  54  76
  0  12  34
  0   2  18
  0   2  18
  0   1  16
  0   6  21
  7  18  29
 24  35  46
 21  33  41
  9  21  29
  0   5  11
  1  13  19
 42  54  62
 55  67  75
 29  41  49
 12  24  32
 26  41  55
 27  42  56
 20  41  60
 77  98 117
134 161 191
170 197 227
165 198 233
146 179 214
152 188 229
171 207 248
160 204 251
164 208 255
150 202 248
145 197 243
